TBENCH_CLIENT_THREADS = 1
TBENCH_SERVER = 147.46.242.201
TBENCH_SERVER_PORT = 7313
TBENCH_MINSLEEPNS = 0
TBENCH_RANDSEED = 0
TBENCH_QPS = 1000
queue times, service times, sojorn times
latencies: 6.52448, 0.851368, 7.37584
latencies: 4.51264, 4.03322, 8.54586
latencies: 5.84348, 0.852232, 6.69571
latencies: 5.97434, 1.65454, 7.62889
latencies: 6.14028, 1.38382, 7.5241
latencies: 5.3837, 0.746439, 6.13013
latencies: 2.27144, 0.700582, 2.97202
latencies: 2.23976, 1.20545, 3.44521
latencies: 5.20647, 3.75571, 8.96218
latencies: 3.06957, 1.09147, 4.16104
latencies: 3.14117, 3.41677, 6.55794
latencies: 3.19057, 0.999145, 4.18972
latencies: 3.79049, 0.734599, 4.52509
latencies: 3.22008, 0.796359, 4.01644
latencies: 1.70795, 4.8282, 6.53616
latencies: 1.68947, 2.19324, 3.88271
latencies: 1.94865, 1.80027, 3.74892
latencies: 2.80039, 2.23343, 5.03382
latencies: 3.33697, 1.63569, 4.97267
latencies: 2.13672, 3.96144, 6.09817
latencies: 2.7338, 0.827464, 3.56126
latencies: 0.681345, 1.14657, 1.82792
latencies: 1.7363, 0.869224, 2.60552
latencies: 0.697927, 3.00486, 3.70279
latencies: 0.751839, 0.83204, 1.58388
latencies: 0.622841, 2.00968, 2.63252
latencies: 0.756023, 3.64339, 4.39942
latencies: 0.752689, 1.65032, 2.40301
latencies: 0.692637, 0.556934, 1.24957
latencies: 0.849482, 1.18702, 2.0365
latencies: 0.621955, 4.7346, 5.35656
latencies: 0.730742, 1.14942, 1.88016
latencies: 1.23777, 0.736295, 1.97406
latencies: 1.66266, 0.871624, 2.53429
latencies: 2.53688, 0.573925, 3.11081
latencies: 1.57463, 0.995593, 2.57023
latencies: 0.700219, 4.72264, 5.42286
latencies: 2.1525, 1.24014, 3.39264
latencies: 1.35456, 2.16258, 3.51714
latencies: 2.70397, 0.961833, 3.6658
latencies: 2.98245, 2.20421, 5.18666
latencies: 1.1147, 2.14325, 3.25795
latencies: 1.62197, 3.60343, 5.2254
latencies: 2.53538, 0.949577, 3.48495
latencies: 3.40863, 0.869801, 4.27843
latencies: 2.57258, 3.27923, 5.85181
latencies: 3.85575, 1.35499, 5.21074
latencies: 3.51716, 3.01596, 6.53313
latencies: 3.56693, 1.54533, 5.11226
latencies: 4.87163, 0.975306, 5.84694
latencies: 5.46981, 1.24126, 6.71107
latencies: 6.57846, 0.781319, 7.35977
latencies: 4.05122, 4.18142, 8.23263
latencies: 7.35866, 0.852488, 8.21115
latencies: 7.19668, 4.35518, 11.5519
latencies: 6.96619, 4.74321, 11.7094
latencies: 9.33214, 0.935401, 10.2675
latencies: 6.3908, 1.3907, 7.7815
latencies: 7.64671, 1.10836, 8.75508
latencies: 10.1861, 4.83246, 15.0186
latencies: 5.07471, 3.68967, 8.76438
latencies: 5.43789, 4.00189, 9.43978
latencies: 8.06315, 1.63214, 9.6953
latencies: 9.12325, 1.1794, 10.3026
latencies: 7.84713, 4.01242, 11.8596
latencies: 9.43361, 1.53803, 10.9716
latencies: 9.55743, 0.806728, 10.3642
latencies: 9.53643, 0.769256, 10.3057
latencies: 9.75798, 1.25784, 11.0158
latencies: 9.33427, 1.39985, 10.7341
latencies: 8.31315, 1.48241, 9.79556
latencies: 6.9871, 1.14926, 8.13635
latencies: 9.29865, 2.37666, 11.6753
latencies: 7.73111, 1.04106, 8.77218
latencies: 7.41962, 0.988201, 8.40782
latencies: 7.35847, 1.51128, 8.86975
latencies: 6.40903, 1.05691, 7.46593
latencies: 6.43455, 1.1698, 7.60436
latencies: 4.48572, 3.02892, 7.51465
latencies: 5.13289, 1.05543, 6.18833
latencies: 4.36615, 3.85088, 8.21704
latencies: 5.16025, 0.779559, 5.93981
latencies: 5.5891, 0.874088, 6.46318
latencies: 6.47018, 2.44806, 8.91823
latencies: 5.48433, 4.45242, 9.93676
latencies: 7.61181, 0.946985, 8.55879
latencies: 6.64887, 0.919753, 7.56863
latencies: 7.2212, 0.990441, 8.21165
latencies: 7.989, 1.66981, 9.65881
latencies: 7.30987, 3.47264, 10.7825
latencies: 7.89852, 0.800712, 8.69924
latencies: 7.9065, 1.45835, 9.36485
latencies: 4.75892, 3.58947, 8.3484
latencies: 3.52109, 0.797639, 4.31873
latencies: 3.44096, 4.08951, 7.53047
latencies: 2.15705, 1.3194, 3.47645
latencies: 1.26487, 0.82612, 2.09099
latencies: 1.31406, 0.997545, 2.3116
latencies: 0.823659, 1.26145, 2.08511
latencies: 0.706502, 1.27352, 1.98002
latencies: 1.19998, 0.67415, 1.87413
latencies: 0.773601, 2.69327, 3.46687
latencies: 0.77366, 1.6653, 2.43896
latencies: 0.641859, 0.982857, 1.62472
latencies: 0.724165, 0.807592, 1.53176
latencies: 0.734814, 2.23144, 2.96626
latencies: 0.932486, 1.05582, 1.9883
latencies: 0.736709, 1.00538, 1.74209
latencies: 1.10683, 0.845, 1.95183
latencies: 0.68389, 4.66465, 5.34854
latencies: 0.750294, 1.42696, 2.17725
latencies: 1.81843, 0.722823, 2.54125
latencies: 0.925279, 4.24945, 5.17473
latencies: 2.16299, 1.95528, 4.11828
latencies: 0.963573, 1.24494, 2.20851
latencies: 1.7315, 3.09536, 4.82685
latencies: 2.12925, 0.798023, 2.92728
latencies: 1.60275, 0.981737, 2.58449
latencies: 0.921809, 0.934217, 1.85603
latencies: 1.85169, 0.921993, 2.77368
latencies: 1.95865, 4.83432, 6.79296
latencies: 2.36351, 3.03296, 5.39647
latencies: 4.61004, 1.57182, 6.18187
latencies: 1.6732, 2.21672, 3.88993
latencies: 1.52806, 1.9844, 3.51246
latencies: 2.60562, 0.877608, 3.48323
latencies: 2.45413, 0.78756, 3.24169
latencies: 2.6073, 1.90005, 4.50735
latencies: 1.88007, 2.86159, 4.74167
latencies: 3.98393, 0.825224, 4.80915
latencies: 4.82401, 2.18194, 7.00595
latencies: 4.28621, 4.20263, 8.48884
latencies: 6.7006, 2.09362, 8.79422
latencies: 7.15842, 1.62683, 8.78525
latencies: 6.18243, 2.89366, 9.07609
latencies: 8.58929, 0.914856, 9.50414
latencies: 7.91727, 1.07486, 8.99213
latencies: 7.96437, 0.626949, 8.59132
latencies: 6.97029, 1.34251, 8.3128
latencies: 6.72307, 0.427972, 7.15104
latencies: 6.1361, 0.647206, 6.78331
latencies: 2.50659, 0.842471, 3.34906
latencies: 3.229, 1.06084, 4.28984
latencies: 6.64717, 5.05688, 11.7041
latencies: 2.51342, 2.42364, 4.93706
latencies: 2.52248, 3.36544, 5.88792
latencies: 3.57175, 1.26571, 4.83746
latencies: 3.84988, 2.1213, 5.97118
latencies: 4.64528, 1.09729, 5.74257
latencies: 3.56478, 1.29422, 4.859
latencies: 2.71091, 1.49749, 4.2084
latencies: 1.14587, 0.777447, 1.92332
latencies: 2.9061, 2.85359, 5.7597
latencies: 1.94412, 1.00078, 2.9449
latencies: 1.77836, 0.425028, 2.20339
latencies: 1.19996, 3.41181, 4.61177
latencies: 0.726428, 2.31305, 3.03947
latencies: 1.91373, 0.993226, 2.90695
latencies: 1.67755, 1.74347, 3.42102
latencies: 1.21277, 0.86228, 2.07505
latencies: 0.685375, 0.716295, 1.40167
latencies: 0.804172, 0.822024, 1.6262
latencies: 0.560917, 0.743015, 1.30393
latencies: 0.737156, 1.54081, 2.27797
latencies: 0.608745, 1.04263, 1.65138
latencies: 0.809451, 1.58862, 2.39807
latencies: 1.71974, 1.32961, 3.04935
latencies: 0.638703, 3.3529, 3.9916
latencies: 2.94097, 0.71175, 3.65272
latencies: 2.79884, 0.84308, 3.64192
latencies: 2.68012, 2.72307, 5.40319
latencies: 2.41524, 0.889192, 3.30443
latencies: 1.89715, 0.756487, 2.65364
latencies: 2.74717, 4.26938, 7.01656
latencies: 0.747335, 3.91953, 4.66686
latencies: 0.628924, 4.3035, 4.93242
latencies: 2.63951, 0.837928, 3.47744
latencies: 2.75861, 1.51829, 4.27689
latencies: 2.87708, 2.40937, 5.28645
latencies: 2.68679, 2.84169, 5.52848
latencies: 4.65811, 1.49982, 6.15794
latencies: 5.1791, 0.99713, 6.17623
latencies: 5.07227, 2.2982, 7.37047
latencies: 3.08307, 2.32911, 5.41218
latencies: 2.20646, 0.85268, 3.05914
latencies: 2.40623, 0.833704, 3.23993
latencies: 4.67846, 3.95143, 8.62989
latencies: 3.33844, 0.744423, 4.08287
latencies: 3.47354, 0.765127, 4.23866
latencies: 3.07111, 4.24653, 7.31765
latencies: 3.39315, 0.973737, 4.36689
latencies: 3.87038, 1.05691, 4.92729
latencies: 3.10928, 0.902312, 4.0116
latencies: 3.74963, 2.34025, 6.08988
latencies: 3.79985, 4.96555, 8.76541
latencies: 4.73715, 0.936073, 5.67322
latencies: 4.54693, 2.05618, 6.60311
latencies: 5.04829, 1.59752, 6.64581
latencies: 3.47999, 0.921449, 4.40144
latencies: 3.60447, 2.23039, 5.83486
latencies: 0.623689, 0.699782, 1.32347
latencies: 0.817796, 1.54027, 2.35807
latencies: 0.767909, 0.83924, 1.60715
latencies: 0.777221, 0.842952, 1.62017
latencies: 0.691979, 1.94725, 2.63923
latencies: 0.837329, 0.764327, 1.60166
latencies: 1.11302, 1.68565, 2.79867
latencies: 0.719612, 0.822248, 1.54186
latencies: 0.719455, 2.1501, 2.86956
latencies: 0.921487, 0.728775, 1.65026
latencies: 0.72187, 1.10875, 1.83062
latencies: 1.06795, 3.21097, 4.27892
latencies: 1.35387, 1.5901, 2.94397
latencies: 2.39524, 1.92085, 4.31609
latencies: 3.37903, 0.768871, 4.1479
latencies: 1.96257, 3.4176, 5.38017
latencies: 3.96363, 2.12549, 6.08912
latencies: 4.07034, 3.29216, 7.3625
latencies: 5.10412, 1.51598, 6.6201
latencies: 4.07738, 0.783976, 4.86135
latencies: 5.93384, 2.30229, 8.23614
latencies: 3.95584, 2.14648, 6.10233
latencies: 2.55631, 0.931337, 3.48765
latencies: 2.96189, 1.02916, 3.99105
latencies: 2.45276, 0.940745, 3.39351
latencies: 3.28243, 1.68529, 4.96773
latencies: 0.773927, 0.792423, 1.56635
latencies: 0.989317, 3.02988, 4.0192
latencies: 0.724611, 1.71624, 2.44085
latencies: 0.740853, 0.86052, 1.60137
latencies: 0.87699, 1.03947, 1.91646
latencies: 0.675898, 1.90271, 2.5786
latencies: 0.724891, 1.04865, 1.77354
latencies: 1.62444, 0.888744, 2.51318
latencies: 1.07747, 4.20846, 5.28593
latencies: 1.20682, 1.44117, 2.64798
latencies: 2.35934, 1.71992, 4.07926
latencies: 0.805373, 0.685318, 1.49069
latencies: 0.741727, 2.2526, 2.99432
latencies: 0.731126, 0.825128, 1.55625
latencies: 0.702214, 1.08321, 1.78542
latencies: 0.557269, 1.71854, 2.27581
latencies: 0.851942, 0.819496, 1.67144
latencies: 0.674376, 1.36059, 2.03496
latencies: 1.33119, 2.63522, 3.96642
latencies: 1.20642, 4.22529, 5.43171
latencies: 2.36725, 0.781287, 3.14854
latencies: 1.30428, 3.34659, 4.65087
latencies: 2.84538, 0.915336, 3.76072
latencies: 1.80333, 2.32677, 4.13011
latencies: 2.35722, 1.59553, 3.95275
latencies: 3.14533, 1.83099, 4.97632
latencies: 1.94679, 3.60419, 5.55098
latencies: 2.06301, 3.22352, 5.28653
latencies: 3.31755, 0.760231, 4.07778
latencies: 0.99749, 4.22814, 5.22563
latencies: 3.77533, 1.04695, 4.82228
latencies: 2.10053, 0.800808, 2.90134
latencies: 2.39902, 2.34828, 4.7473
latencies: 2.75603, 1.20904, 3.96507
latencies: 3.16329, 0.859593, 4.02288
latencies: 3.208, 0.954024, 4.16203
latencies: 1.23238, 1.34321, 2.57559
latencies: 0.730532, 0.939753, 1.67029
latencies: 0.756943, 4.18484, 4.94178
latencies: 0.957837, 2.80601, 3.76385
latencies: 1.75314, 1.29224, 3.04538
latencies: 1.52557, 0.752103, 2.27768
latencies: 2.26109, 2.1062, 4.36729
latencies: 1.17628, 2.36946, 3.54574
latencies: 0.762073, 1.39461, 2.15668
latencies: 1.21513, 4.27569, 5.49082
latencies: 1.09016, 1.57, 2.66016
latencies: 1.99939, 1.40126, 3.40065
latencies: 2.8138, 0.851752, 3.66555
latencies: 2.79352, 0.820712, 3.61423
latencies: 2.53392, 3.92932, 6.46324
latencies: 3.11649, 2.91721, 6.0337
latencies: 2.87236, 3.98679, 6.85915
latencies: 0.61204, 0.901737, 1.51378
latencies: 0.785133, 2.12645, 2.91159
latencies: 0.880038, 1.20894, 2.08898
latencies: 1.18565, 1.52293, 2.70858
latencies: 0.668543, 1.03822, 1.70676
latencies: 0.697417, 1.65387, 2.35129
latencies: 0.756129, 0.782952, 1.53908
latencies: 1.06407, 3.64701, 4.71108
latencies: 2.17054, 1.33496, 3.5055
latencies: 1.34157, 3.11065, 4.45222
latencies: 3.27743, 0.454084, 3.73151
latencies: 1.43022, 0.80084, 2.23106
latencies: 1.44036, 0.78324, 2.2236
latencies: 0.750943, 0.766535, 1.51748
latencies: 0.775253, 3.6065, 4.38175
latencies: 1.94543, 0.540901, 2.48633
latencies: 0.768614, 2.69103, 3.45965
latencies: 2.41359, 1.69557, 4.10915
latencies: 2.21263, 2.74476, 4.95739
latencies: 1.20253, 0.702759, 1.90528
latencies: 2.07603, 2.11266, 4.18869
latencies: 1.93643, 0.966217, 2.90265
latencies: 2.07907, 2.29346, 4.37254
latencies: 4.01168, 0.666054, 4.67773
latencies: 2.18727, 3.10496, 5.29223
latencies: 4.57694, 1.59832, 6.17525
latencies: 3.14322, 1.63237, 4.77559
latencies: 3.84397, 3.0846, 6.92858
latencies: 4.35335, 1.84434, 6.19769
latencies: 4.51678, 0.898024, 5.41481
latencies: 4.27784, 4.77195, 9.04979
latencies: 6.21516, 0.834728, 7.04989
latencies: 5.28062, 3.61888, 8.8995
latencies: 7.00904, 1.02167, 8.03072
latencies: 7.50973, 1.03358, 8.54331
latencies: 6.61488, 1.50664, 8.12152
latencies: 7.33213, 0.513701, 7.84583
latencies: 7.10475, 1.47307, 8.57782
latencies: 5.95927, 0.858792, 6.81806
latencies: 7.56377, 2.36332, 9.92708
latencies: 8.02306, 1.28283, 9.30588
latencies: 8.88366, 0.430692, 9.31435
latencies: 6.83712, 3.35171, 10.1888
latencies: 7.41829, 0.806248, 8.22453
latencies: 6.19756, 1.17383, 7.3714
latencies: 7.06855, 2.16914, 9.23769
latencies: 5.33845, 1.44395, 6.7824
latencies: 6.66764, 2.37702, 9.04465
latencies: 6.44517, 4.74449, 11.1897
latencies: 7.17047, 1.27387, 8.44434
latencies: 6.71475, 1.12929, 7.84404
latencies: 7.49567, 2.44837, 9.94404
latencies: 5.01676, 1.02138, 6.03815
latencies: 6.99566, 1.60133, 8.59699
latencies: 4.83517, 1.57563, 6.4108
latencies: 6.067, 3.06438, 9.13138
latencies: 5.64183, 1.22209, 6.86392
latencies: 6.21217, 1.22958, 7.44175
latencies: 5.68372, 1.39973, 7.08344
latencies: 6.85764, 0.724007, 7.58164
latencies: 6.69211, 1.41886, 8.11097
latencies: 7.0652, 0.87268, 7.93788
latencies: 7.14523, 1.65605, 8.80128
latencies: 4.54932, 2.10578, 6.6551
latencies: 5.66085, 2.49759, 8.15844
latencies: 5.0019, 1.67771, 6.67961
latencies: 4.83622, 1.74021, 6.57643
latencies: 5.66412, 1.41256, 7.07667
latencies: 6.29915, 4.27358, 10.5727
latencies: 7.77536, 1.14539, 8.92075
latencies: 7.09172, 2.2469, 9.33862
latencies: 8.95246, 1.46683, 10.4193
latencies: 8.15541, 3.18989, 11.3453
latencies: 7.16906, 2.30997, 9.47903
latencies: 6.68271, 0.863496, 7.5462
latencies: 4.93742, 1.47009, 6.40752
latencies: 5.01408, 1.12359, 6.13768
latencies: 4.30341, 1.62859, 5.932
latencies: 5.74856, 0.982057, 6.73062
latencies: 4.33691, 4.493, 8.82991
latencies: 5.53821, 3.3559, 8.89411
latencies: 7.27961, 2.30031, 9.57992
latencies: 7.35079, 1.97211, 9.32291
latencies: 8.88343, 1.08894, 9.97237
latencies: 9.59398, 0.837, 10.431
latencies: 11.1651, 4.44321, 15.6084
latencies: 12.3311, 2.54332, 14.8744
latencies: 13.1759, 1.66056, 14.8365
latencies: 12.371, 1.54792, 13.919
latencies: 11.9806, 3.33696, 15.3175
latencies: 13.488, 1.25518, 14.7432
latencies: 14.3635, 1.40904, 15.7725
latencies: 12.8365, 0.942153, 13.7787
latencies: 13.6574, 3.07869, 16.7361
latencies: 12.7738, 1.20657, 13.9804
latencies: 12.6089, 0.795848, 13.4047
latencies: 10.0596, 0.901736, 10.9614
latencies: 10.5404, 1.09223, 11.6327
latencies: 10.1581, 4.85432, 15.0124
latencies: 11.4388, 2.43164, 13.8704
latencies: 14.4359, 2.24421, 16.6801
latencies: 15.6613, 0.740775, 16.4021
latencies: 13.7018, 3.8034, 17.5052
latencies: 11.6789, 1.46939, 13.1483
latencies: 11.9656, 1.3892, 13.3548
latencies: 11.0038, 0.861672, 11.8655
latencies: 11.802, 0.702022, 12.504
latencies: 11.8913, 2.31772, 14.209
latencies: 12.5516, 1.70491, 14.2565
latencies: 12.4101, 2.85161, 15.2617
latencies: 13.7943, 2.71238, 16.5067
latencies: 13.7, 3.3297, 17.0297
latencies: 12.9399, 1.60808, 14.548
latencies: 13.807, 3.2808, 17.0878
latencies: 15.0099, 3.53783, 18.5477
latencies: 17.6204, 0.881608, 18.5021
latencies: 15.7632, 1.11796, 16.8812
latencies: 16.0072, 1.7564, 17.7636
latencies: 16.8983, 1.35755, 18.2559
latencies: 16.1026, 0.720839, 16.8235
latencies: 16.7492, 3.00358, 19.7528
latencies: 15.9493, 1.45688, 17.4062
latencies: 16.8545, 3.66448, 20.519
latencies: 16.2776, 2.19279, 18.4704
latencies: 14.0269, 2.45484, 16.4818
latencies: 17.2056, 4.32817, 21.5338
latencies: 17.557, 0.768135, 18.3251
latencies: 16.187, 3.05113, 19.2381
latencies: 16.8583, 0.770631, 17.6289
latencies: 16.9963, 2.90806, 19.9044
latencies: 16.9892, 1.26177, 18.2509
latencies: 16.1058, 4.10634, 20.2122
latencies: 19.4111, 2.19634, 21.6074
latencies: 21.3606, 1.21361, 22.5743
latencies: 17.9441, 5.1996, 23.1437
latencies: 18.2802, 0.970697, 19.2509
latencies: 20.5992, 2.06767, 22.6669
latencies: 17.74, 1.03383, 18.7738
latencies: 18.4008, 0.829351, 19.2302
latencies: 18.1239, 0.480837, 18.6047
latencies: 18.5027, 2.65769, 21.1604
latencies: 17.7607, 1.88987, 19.6506
latencies: 16.4577, 0.854088, 17.3118
latencies: 16.4054, 0.929641, 17.335
latencies: 17.1897, 0.748615, 17.9383
latencies: 16.3828, 4.18926, 20.5721
latencies: 17.9785, 1.24561, 19.2241
latencies: 17.8056, 0.784968, 18.5905
latencies: 14.8959, 1.33192, 16.2278
latencies: 14.3891, 1.33124, 15.7203
latencies: 13.5435, 0.691494, 14.235
latencies: 13.7251, 1.22974, 14.9548
latencies: 11.7053, 1.96248, 13.6678
latencies: 6.13516, 2.24751, 8.38267
latencies: 7.70452, 1.28305, 8.98757
latencies: 5.27763, 1.15956, 6.43719
latencies: 4.96293, 2.70534, 7.66826
latencies: 5.79424, 3.43162, 9.22585
latencies: 5.215, 4.27063, 9.48564
latencies: 8.83075, 1.39316, 10.2239
latencies: 7.39837, 4.18621, 11.5846
latencies: 9.54059, 0.949736, 10.4903
latencies: 10.4252, 1.57128, 11.9965
latencies: 10.2398, 2.33989, 12.5797
latencies: 9.59482, 1.77448, 11.3693
latencies: 9.31081, 1.54642, 10.8572
latencies: 9.54411, 1.22539, 10.7695
latencies: 8.2863, 2.1974, 10.4837
latencies: 7.68684, 2.30306, 9.98991
latencies: 8.4344, 1.36184, 9.79623
latencies: 8.02826, 2.15119, 10.1794
latencies: 9.59649, 1.19172, 10.7882
latencies: 5.82861, 1.25796, 7.08657
latencies: 5.62807, 2.94256, 8.57063
latencies: 4.78451, 3.83056, 8.61508
latencies: 8.35503, 0.524293, 8.87933
latencies: 8.45714, 1.24596, 9.70311
latencies: 9.38575, 0.730887, 10.1166
latencies: 7.36102, 4.88542, 12.2464
latencies: 10.0131, 1.65627, 11.6694
latencies: 10.7345, 1.38513, 12.1196
latencies: 9.23453, 1.32817, 10.5627
latencies: 11.5612, 2.27468, 13.8359
latencies: 10.8744, 3.08057, 13.9549
latencies: 9.71582, 0.680487, 10.3963
latencies: 48.4801, 1.3612, 49.8413
latencies: 46.5087, 0.858472, 47.3672
latencies: 50.1259, 3.83357, 53.9595
latencies: 46.0772, 1.04452, 47.1217
latencies: 44.6258, 2.71548, 47.3412
latencies: 45.6495, 1.27185, 46.9214
latencies: 45.6791, 0.667014, 46.3461
latencies: 45.3995, 0.793096, 46.1926
latencies: 43.9138, 2.1198, 46.0336
latencies: 40.9046, 5.39071, 46.2953
latencies: 42.1405, 2.85535, 44.9959
latencies: 41.678, 2.03247, 43.7105
latencies: 40.8245, 3.00732, 43.8318
latencies: 43.1815, 0.517893, 43.6994
latencies: 41.3419, 1.43803, 42.7799
latencies: 40.9617, 0.781063, 41.7427
latencies: 39.5561, 3.53549, 43.0916
latencies: 40.7558, 0.924265, 41.68
latencies: 39.6837, 1.38299, 41.0667
latencies: 38.9278, 2.51039, 41.4382
latencies: 38.4873, 1.3355, 39.8228
latencies: 36.0927, 4.60772, 40.7005
latencies: 37.221, 2.58806, 39.8091
latencies: 37.0898, 1.74539, 38.8352
latencies: 35.9391, 1.04561, 36.9847
latencies: 36.0511, 3.46794, 39.519
latencies: 33.1068, 0.901352, 34.0082
latencies: 30.9946, 1.38014, 32.3747
latencies: 31.2887, 0.82068, 32.1094
latencies: 30.4948, 1.68245, 32.1773
latencies: 30.9166, 0.945801, 31.8624
latencies: 28.7879, 0.782632, 29.5705
latencies: 29.3547, 2.18546, 31.5401
latencies: 26.8803, 1.44142, 28.3217
latencies: 27.0403, 1.03879, 28.0791
latencies: 25.4787, 1.68075, 27.1594
latencies: 25.0561, 1.64613, 26.7022
latencies: 22.4267, 1.00714, 23.4339
latencies: 21.6821, 1.88949, 23.5716
latencies: 22.4205, 0.748615, 23.1691
latencies: 19.3082, 1.24254, 20.5507
latencies: 19.6602, 0.863112, 20.5233
latencies: 18.9706, 3.40723, 22.3778
latencies: 16.2233, 3.38499, 19.6083
latencies: 16.569, 3.36214, 19.9311
latencies: 17.8824, 0.943369, 18.8257
latencies: 18.6547, 0.751303, 19.406
latencies: 18.6203, 3.24176, 21.862
latencies: 18.6715, 0.871848, 19.5434
latencies: 18.9872, 0.818952, 19.8061
latencies: 18.7745, 1.26158, 20.0361
latencies: 18.9032, 3.59933, 22.5026
latencies: 19.2999, 3.09334, 22.3932
latencies: 20.9572, 2.67756, 23.6348
latencies: 21.5255, 2.86383, 24.3893
latencies: 21.0507, 1.74997, 22.8007
latencies: 21.5266, 0.993354, 22.5199
latencies: 21.4677, 1.32043, 22.7881
latencies: 21.6085, 1.2186, 22.8271
latencies: 21.5945, 2.03992, 23.6344
latencies: 22.33, 1.48453, 23.8145
latencies: 22.1963, 1.14177, 23.3381
latencies: 21.912, 3.52138, 25.4334
latencies: 22.4092, 0.72599, 23.1352
latencies: 20.0755, 0.584005, 20.6595
latencies: 23.1562, 3.17459, 26.3308
latencies: 19.1942, 1.29505, 20.4892
latencies: 18.67, 2.39017, 21.0602
latencies: 19.3693, 0.993321, 20.3626
latencies: 19.7702, 0.823624, 20.5939
latencies: 19.6794, 3.29069, 22.9701
latencies: 19.7979, 1.72485, 21.5228
latencies: 19.9944, 1.17806, 21.1724
latencies: 18.3915, 1.24161, 19.6331
latencies: 20.5325, 3.25203, 23.7845
latencies: 18.9649, 2.44268, 21.4076
latencies: 14.3965, 1.99621, 16.3927
latencies: 13.7548, 0.69511, 14.4499
latencies: 16.5741, 4.00471, 20.5788
latencies: 12.6065, 2.11042, 14.717
latencies: 10.7854, 2.52597, 13.3114
latencies: 11.9401, 1.0987, 13.0388
latencies: 12.1691, 4.01421, 16.1833
latencies: 12.9741, 3.43558, 16.4096
latencies: 16.2572, 0.776583, 17.0338
latencies: 14.6312, 3.90832, 18.5395
latencies: 16.7217, 3.56163, 20.2833
latencies: 17.0685, 3.01753, 20.086
latencies: 18.6731, 1.37925, 20.0524
latencies: 16.7698, 1.46315, 18.233
latencies: 16.9178, 1.04238, 17.9601
latencies: 15.9102, 0.765703, 16.6759
latencies: 16.6393, 1.39444, 18.0337
latencies: 14.0992, 0.8114, 14.9106
latencies: 14.6284, 1.72917, 16.3576
latencies: 15.203, 0.734823, 15.9379
latencies: 13.6512, 3.8585, 17.5097
latencies: 14.4542, 1.53675, 15.991
latencies: 14.2087, 1.98428, 16.193
latencies: 15.8422, 1.49761, 17.3399
latencies: 16.4233, 1.05275, 17.476
latencies: 14.9859, 2.64866, 17.6346
latencies: 16.1586, 0.857064, 17.0157
latencies: 11.2368, 0.911241, 12.148
latencies: 8.59873, 1.08423, 9.68297
latencies: 11.6371, 4.29678, 15.9339
latencies: 11.8544, 1.23476, 13.0892
latencies: 9.61798, 4.8818, 14.4998
latencies: 12.0888, 1.06644, 13.1552
latencies: 11.7358, 3.77578, 15.5116
latencies: 13.6732, 0.858344, 14.5316
latencies: 12.1392, 3.50656, 15.6458
latencies: 13.1875, 0.907369, 14.0949
latencies: 14.0842, 0.63095, 14.7152
latencies: 12.9807, 2.46821, 15.4489
latencies: 12.3372, 1.86315, 14.2003
latencies: 11.3275, 2.12568, 13.4532
latencies: 12.2993, 0.895785, 13.1951
latencies: 10.6662, 0.771655, 11.4379
latencies: 10.3731, 0.719046, 11.0921
latencies: 11.0302, 1.93842, 12.9686
latencies: 11.9554, 4.45022, 16.4056
latencies: 10.1592, 3.973, 14.1322
latencies: 6.63176, 5.01121, 11.643
latencies: 12.954, 2.75049, 15.7045
latencies: 9.45482, 2.00069, 11.4555
latencies: 7.41368, 0.86308, 8.27676
latencies: 7.3875, 0.722631, 8.11013
latencies: 7.21258, 3.05117, 10.2637
latencies: 8.7903, 0.937896, 9.72819
latencies: 8.80326, 0.933737, 9.73699
latencies: 5.2099, 1.53771, 6.74761
latencies: 4.27934, 1.1244, 5.40373
latencies: 4.04648, 1.15934, 5.20582
latencies: 3.91694, 3.12496, 7.0419
latencies: 6.38208, 1.09137, 7.47345
latencies: 4.35066, 4.94427, 9.29493
latencies: 4.0479, 1.30929, 5.35719
latencies: 1.01654, 0.735846, 1.75238
latencies: 0.638806, 1.23576, 1.87456
latencies: 1.43967, 2.07266, 3.51233
latencies: 0.701023, 1.5347, 2.23572
latencies: 1.72794, 0.904009, 2.63195
latencies: 2.02676, 1.6828, 3.70955
latencies: 3.55403, 0.735623, 4.28965
latencies: 1.32663, 4.72228, 6.04891
latencies: 3.90534, 0.967049, 4.87239
latencies: 3.94126, 1.03275, 4.97401
latencies: 3.69253, 1.33627, 5.0288
latencies: 3.90846, 0.632422, 4.54088
latencies: 4.19869, 0.942537, 5.14122
latencies: 3.21581, 1.85435, 5.07016
latencies: 4.44557, 1.07172, 5.51729
latencies: 3.11284, 3.35114, 6.46397
latencies: 4.53177, 0.835336, 5.3671
latencies: 2.17063, 1.5916, 3.76223
latencies: 1.7203, 1.07745, 2.79775
latencies: 1.52469, 2.38213, 3.90683
latencies: 1.19275, 1.06004, 2.25279
latencies: 1.73178, 0.750631, 2.48241
latencies: 0.674579, 4.07165, 4.74623
latencies: 3.6428, 2.52438, 6.16718
latencies: 5.91256, 0.847783, 6.76034
latencies: 2.22296, 5.0549, 7.27786
latencies: 2.73521, 1.36209, 4.0973
latencies: 1.93508, 1.67806, 3.61315
latencies: 2.87369, 1.16286, 4.03655
latencies: 2.78121, 0.844264, 3.62548
latencies: 1.92793, 1.54465, 3.47258
